idx,claim_id,claim,excerpt,replacement,anchored
227,1,The text alternates between optimistic possibilities and blunt economic realities.,The text alternates between optimistic possibilities and blunt economic realities.,The text dwells solely on gloomy predictions and vague economic abstractions.,True
227,2,"The final token ""law"" begins a compound noun or illustrative detail mid-sentence.","Final token ""law"" begins a compound noun or illustrative detail mid-sentence","Final token ""houses"" ends a simple noun phrase at sentence end",True
227,3,"The text explains housing shortage problems in a small community of 2,300.","explaining housing shortage problems in a small community of 2,300","celebrating a housing surplus in a large city of 2,300,000",True
228,0,The text is a corporate automotive news report with a bullet summary followed by detailed elaboration.,Corporate news report structure (automotive industry): bullet-point summary followed by detailed elaboration,Personal travel blog structure (backpacking hobby): rambling anecdote followed by a photo caption,True
228,1,"The content traces Volkswagen Group's shift to EVs, IPO and restructuring milestones.","content traces Volkswagen Group's shift to EVs, IPO, restructuring milestones","content traces Volkswagen Group's return to diesel engines, delisting, bankruptcy milestones",True
228,2,"The final token is mid-quote from CEO Herbert Diess, ending in ""steps"".","Final token is mid-quote from CEO Herbert Diess, ""In 2021 and 2022, we took major steps""","Final token is post-quote from CEO Herbert Diess, ""In 2021 and 2022, we took no risks.""",True
228,3,The report is now transitioning to an executive quote.,now transitioning to executive quote,now closing with a bulleted price table,True
229,0,The text is in a political/journalistic register with a critical NGO statement about UK housing policy.,Political/journalistic register with a critical NGO statement about UK housing policy,Culinary/recipe register with an enthusiastic reader comment about a chocolate cake,True
229,1,A direct quote opened with a quotation mark requires completion.,Direct quote initiated with opening quotation mark requires completion,Direct quote closed with a final quotation mark requires nothing further,True
229,2,"The phrase ""but today's strategy"" sets up an adversative conclusion.","the phrase ""but today's strategy"" sets up an adversative conclusion","the phrase ""but today's weather"" sets up a cheerful digression",True
229,3,An argumentative continuation about the housing strategy's failings is demanded.,demanding argumentative continuation about the housing strategy's failings,demanding celebratory continuation about the housing strategy's triumphs,True
230,0,The text is a formal damage assessment report from SEMA using technical oil and gas terminology.,"News/publication genre: formal damage assessment report from SEMA, technical oil/gas domain terminology","Fiction/poetry genre: whimsical love poem from an anonymous author, flowery romantic vocabulary",True
230,1,The passage enumerates multiple offshore regions.,the passage enumerates multiple offshore regions,the passage describes a single inland city,True
230,2,"The final token ""of the"" mirrors the structure of the preceding sentence.","Final token ""of the"" mirrors the literal repeat of the preceding sentence's structure","Final token ""of course"" breaks entirely from the preceding sentence's structure",True
230,3,A hurricane name is expected next.,A hurricane name is expected.,A company name is expected.,True
231,0,The text is a blog-style argumentative essay analyzing the decline of journalism.,Blog-style argumentative essay analyzing journalism decline,Recipe-style instructional post describing bread baking,True
